0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
159,110694,start,open," Commercial clubs started to open and snooker now has an exceptionally high profile with Wattana a national hero , and Sportsman of the Year after winning the world amateur title in Sydney last November .",4,-1,0,0,1,0,0,0,1,0,0,VV,0
160,110944,start,talk," Maybe without fully recognising it , the government has , in fact , started talking to the ANC -- for if there is one thing Mr Mandela has made clear throughout his long incarceration , it is his unwavering allegiance to the movement , whose foremost leader he remains .",4,-1,0,0,1,0,0,0,1,0,0,VVG,1
161,111085,start,nag," It is a consistent piece , full of melodies that quickly start to nag , expensive arrangements and above it all McCulloch 's ingenuous , whispering , conspiratorial voice .",3,-1,0,1,0,1,0,1,0,0,0,VV,0
162,111507,start,make, STOCK broking analysts are about to start making choices about which of the 10 water authorities being floated in early December are worth investing in .,4,2,0,1,0,1,0,1,0,0,0,VVG,1
163,112073,start,behave," World View : So close yet still far apart : Timothy Garton Ash reflects on what it means when Germans start behaving like Poles , and Poles like Germans",6,-1,0,0,0,0,1,1,0,0,0,VVG,1
164,112460,start,come," Now , at last , at the age of 71 , things are starting to come right .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
166,113073,start,fall," When interest rates start to fall again , then my business is stronger , with a greater competitive edge . """,4,-1,0,0,1,0,0,1,0,0,0,VV,0
166,113365,start,size," When surveyors started sizing up her land , "" I got my shotgun out and showed them the gate , ' she said .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
168,113950,start,make," Of the film 's religious imagery , he says : "" We talked about the Fifty-First psalm ( which is sung by one of the kitchen boys ) ; it does n't give you many clues , but I was reading it again this morning and it started making more sense .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
173,115372,start,trade," According to those calculations , Paribas should be trading at around Fr650 while it has only this week started to trade over Fr600 .",5,0,0,0,0,0,1,0,1,0,0,VV,0
173,115521,start,look," Share prices could fall so far that his cash offer for DRG , the Basildon Bond company , starts to look attractive .",4,-1,0,1,1,0,0,1,0,0,0,VV,0
176,116131,start,sound," In the new battle against inflation , the old claim that there is no alternative has started to sound out of date .",5,-1,0,0,0,0,1,1,0,0,0,VV,0
176,116235,start,incubate, Some time in the summer we noticed that one of the Black Sumatras had started to incubate aloft .,8,-1,0,0,1,0,0,0,1,0,0,VV,0
178,116844,start,cry," Nikita Sergeyevich started to cry , tears rolled down his cheeks .",3,-1,0,0,1,0,0,0,1,0,0,VV,0
179,117233,start,get, COMMERCIAL rose growers are praying for rain so they can start getting bare-root plants out of the ground and away to customers .,3,16,0,1,0,1,0,0,1,0,0,VVG,1
181,117510,start,rub," The tactics of the supermarkets are starting to rub off on newsagents . """,3,-1,0,0,0,0,1,1,0,0,0,VV,0
181,117614,start,march, This is the mid-term moment when rivals turn their banners towards the general election battlefield and start marching .,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
183,118589,start,lift," But because interest rates were expected to drop gradually over the coming 12 months , the view was that by early 1991 confidence would have returned , volumes picked up and prices started to lift -- even if only by the inflation rate .",4,-1,0,0,1,0,0,0,1,0,0,VV,0
183,118596,start,adjust," But Gary Marsh , head of research with the Halifax , the UK 's biggest building society , says it is inevitable that the modest improvement seen in the market over the last couple of months -- especially in the South , where sellers have started to adjust to more realistic levels -- will be damaged and the date of its recovery put back .",6,-1,0,0,1,0,0,1,0,0,0,VV,0
183,118605,start,accelerate, Then inflation started to accelerate and house prices fell back .,10,-1,0,0,1,0,0,0,1,0,0,VV,0
184,119225,start,get, My training had started to get better at the back end of the summer .,3,7,0,1,1,0,0,0,1,0,0,VV,0
184,119233,start,sweat, I started sweating when they called out the bloke ahead of me in the high jump .,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
188,120350,start,ask, What gives you the right to come here and start asking us these personal questions about our families and that ? ...,3,-1,0,1,0,1,0,1,0,0,0,VVG,1
188,120656,start,immerse," Along with the canteen , therefore , the parade room is a key location where , at the beginning of the day 's work , individuals start to immerse themselves again in the occupational culture of the station and adjust to the labour process .",7,-1,0,0,0,0,1,1,0,0,0,VV,0
188,121013,hate,go," But after a pause he went on to add , "" Except for kids , I hate going to post-mortems for kids "" ( FN 26/ 5/ 87 , p. 21 ) .",2,0,0,0,1,0,0,1,0,0,0,VVG,1
188,121332,start,shout, We 'll drive past them and once we get past them they 'll probably start shouting .,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
189,122489,start,purchase," The rapid expansion of the South Korean economy brought wealth which has been unevenly distributed ; many of the wealthy have started to purchase high priced goods ( that is , imported goods from Japan and the West ) and popular resentment of this materialism and unfair wealth distribution could explain the hostility to imported products .",8,-1,0,1,0,1,0,0,1,0,0,VV,0
190,123159,start,dig, The orchard thinned out at the top of the slope where we had started to dig our slit trenches .,3,6,0,1,0,1,0,0,1,0,0,VV,0
190,123306,start,throw," I heard you playing your bagpipes in the church and when the Germans started to throw shit all over the village green , I knew that some bastard would be having a word with you .",5,-1,0,0,1,0,0,0,1,0,0,VV,0
190,123311,start,drop," About 2 o'clock that afternoon , three Allied planes came over the coast and started to drop supplies by parachute .",4,-1,0,1,0,1,0,0,1,0,0,VV,0
190,123505,start,walk," As we shook hands and started to walk along a narrow path in the direction of a few slit trenches , Tony remarked , "" Big change out here from the South Coast of England , or the wilds of Achnacarry !",4,1,0,0,0,0,1,0,1,0,0,VV,0
190,123621,start,unload," "" Christ , Piper , that 's all we need , the bloody Navy ! "" burst out Taff as two sailors got down from the jeep and started to unload their gear .",6,-1,0,1,0,1,0,0,1,0,0,VV,0
190,123622,start,dig," Taff and I watched fascinated as they set up their equipment , then started to dig a slit trench .",3,-1,0,1,0,1,0,0,1,0,0,VV,0
190,123630,start,dig," With that , Taff started digging while I searched around for timber to place over the trench .",3,6,0,0,1,0,0,0,1,0,0,VVG,1
190,123672,start,cook, As Taff started to cook the first half-dozen eggs I went along the road that ran around the village and passed near to the orchard .,4,-1,0,1,0,1,0,0,1,0,0,VV,0
190,123689,start,drop, I got up from the grass and made my way back to the orchard as Jerry started to drop his shells in the dust cloud left in the wake of the speeding jeeps .,4,-1,0,1,0,1,0,0,1,0,0,VV,0
190,123718,start,send," The German mortaring had suddenly stopped and the Brigade Major was standing out in the open talking to an Officer when , just as suddenly , the mortars started up again , sending their bombs swishing through the trees and sending the Brigade Major diving for cover .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
190,123860,start,laugh, We both started to laugh as I had the last few words on the subject .,5,-1,0,0,1,0,0,0,1,0,0,VV,0
190,124392,start,send," The mortar team have started up again , sending their shells through the drizzle .",4,16,0,0,0,1,0,1,0,0,0,VVG,1
190,124546,start,throw," Let 's get going , Piper , before they start throwing the shit about . """,5,-1,0,1,0,1,0,1,0,0,0,VVG,1
190,124647,start,shell," In the near distance to our rear the guns had started shelling the German positions , the shells uncomfortably low as they rushed overhead and crashed into an area a short distance away .",5,-1,0,1,0,1,0,0,1,0,0,VVG,1
190,124757,start,rain, It started to rain about 4 a. m .,4,-1,0,1,0,1,0,0,1,0,0,VV,0
190,124938,start,appear, The newsheet had started to appear over the past few days as the villagers began to return to their homes .,6,-1,0,0,0,0,1,0,1,0,0,VV,0
190,124947,start,pull," There had been a lot of activity in and around Brigade H. Q It appears that the enemy in front of the Commando positions has started to pull out , possibly due to the Allied advance in the Caen area about ten miles from here .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
190,125027,start,walk," I returned his wave , and started to walk towards him .",4,3,0,0,0,0,1,0,1,0,0,VV,0
190,125154,start,move, I have just sat down on the wet grass when everyone around me starts to move swiftly in the direction of the wooded area just visible through the mist and gloom .,4,5,0,0,0,0,1,1,0,0,0,VV,0
190,125220,start,moan, He had started moaning again and moving his head from side to side .,4,10,0,0,1,0,0,0,1,0,0,VVG,1
190,125220,start,move, He had started moaning again and moving his head from side to side .,4,3,0,1,0,1,0,0,1,0,0,VVG,1
190,125488,start,walk," The fire was warm as I sat down to contemplate whether to stay overnight with my relatives just outside Fort William , or start walking to Achnacarry some ten miles or so away .",4,-1,0,0,1,0,0,1,0,0,0,VVG,1
192,126714,start,work," Once you have started working with the Not contracted-out Tables , coupled with this Quick Guide , you 'll find that , in the majority of cases , the business of working out Class 1 National Insurance ( NI ) contributions is straightforward .",4,-1,0,0,0,0,1,1,0,0,0,VVG,1
192,127072,start,pay, You can then start to pay SSP from the first qualifying day .,3,2,0,0,0,0,1,1,0,0,0,VV,0
192,127225,start,pay, At what point do I start paying SMP ?,3,1,0,0,1,0,0,1,0,0,0,VVG,1
193,127570,start,move," By the end of the year there were at least five methods of conducting business , starting at the centre and moving towards the periphery .",4,-1,0,0,0,0,1,0,1,0,0,VVG,1
193,128043,start,occupy," The result , at least in Nikol'skaia volost ' , was that the few literates from the old regime were starting to occupy the best bureaucratic jobs and to run parish-pump economics and politics in ways barely supervised from above and in fact quite inimical to the aspirations of the guberniia officials .",6,-1,0,1,0,1,0,0,1,0,0,VV,0
193,128857,start,shoot, In October the secret police were permitted by the Central Committee to start shooting railway bandits on the spot without legal proceedings .,5,-1,0,1,0,1,0,0,1,0,0,VVG,1
193,128934,start,make," As trade picked up slowly towards the end of the year , genuine Nepmen started to make their presence felt .",4,-1,0,0,1,0,0,0,1,0,0,VV,0
193,129012,start,raise," A campaign was started to raise this figure to 100,000 by 1923 .",5,-1,0,1,0,1,0,0,1,0,0,VV,0
194,129474,start,create," The launch took place at the site of the Trust 's first major project , a disused clay pit at Bean , near Dartford , where work has started to create an 80 acre country park .",6,2,0,1,0,1,0,0,1,0,0,VV,0
194,130442,start,ascend," Return along drive past points where it was joined earlier and descend into minor valley with pool on left , turning right onto another track as soon as drive starts to ascend again .",6,12,0,0,1,0,0,1,0,0,0,VV,0
194,130678,start,travel," "" Then when I started travelling seriously I used to go and be nice to my bank manager , which was n't so easy . """,6,-1,0,0,1,0,0,0,1,0,0,VVG,1
197,135350,start,pay, He started to pay attention to the fittings in the chancel and the ornaments .,3,-1,0,1,0,1,0,0,1,0,0,VV,0
197,135471,start,eat, He started eating dinners at the Inner Temple .,3,-1,0,1,0,1,0,0,1,0,0,VVG,1
197,135507,start,see," He started to see that in his opinion more could be done for humanity by Churches than by political parties , even the best of political parties such as he took the Liberal Party to be ; or at least that the Churches engaged at a more profound level with the predicament of humanity .",3,-1,0,0,1,0,0,0,1,0,0,VV,0
197,135606,start,read, In April 1926 he abandoned the study of law and started to read theology .,4,-1,0,1,0,1,0,0,1,0,0,VV,0
197,135732,start,run," As he did not look where he was going , the car 's near-side wheels started running along the grass .",3,-1,0,0,0,0,1,0,1,0,0,VVG,1
197,135835,start,speak," In his horror at what happened in the House of Commons , he started to speak in favour of the motion .",5,1,0,0,0,0,1,0,1,0,0,VV,0
197,136078,start,use, Some of the students started to use him as their confessor .,3,-1,0,0,0,0,1,0,1,0,0,VV,0
197,136118,start,come, Offers of jobs started to come in .,4,9,0,0,1,0,0,0,1,0,0,VV,0
197,136125,start,write," As the first years passed , and the courses of lectures did not have to be prepared out of nothing , he sat at the bay window in the sub-warden 's study , looking out towards the cathedral , and started to write his first book .",5,-1,0,1,0,1,0,0,1,0,0,VV,0
197,136126,start,write, He did not start writing the book because he wanted to write a book .,5,1,0,1,0,1,0,0,1,0,0,VVG,1
197,136288,start,wonder, About this time he started to wonder whether he ought to be a monk .,6,-1,0,0,1,0,0,0,1,0,0,VV,0
197,136458,start,run," They started to run meetings in the house for the wives of the clergy , where Ramsey talked theology to them and mixed it with a lot of humour .",3,-1,0,1,0,1,0,0,1,0,0,VV,0
197,136747,start,talk," Then he started to talk about Ramsey and said "" probably the best man for Durham "" .",4,1,0,0,0,0,1,0,1,0,0,VV,0
197,136981,start,protest," While Ramsey was a canon the chapter appointed a new vicar ; and while Ramsey 's predecessor was bishop , a minority of the parishioners started to protest against the vicar 's innovations and were in a strong position because the vicar introduced certain ornaments without the necessary faculty to do so .",7,-1,0,0,0,0,1,0,1,0,0,VV,0
197,137001,start,print," He started not only to print his addresses or charges but to review books of general interest ; to consider a book on diplomacy and war , and not to lose a chance of holding up the character of Asquith to admiration , or to contrast the laziness and drift of Stanley Baldwin as prime minister with the crusading fervour of a Gladstone .",5,-1,0,1,0,1,0,0,1,0,0,VV,0
198,137581,start,build," There are the Old People 's Associations , about 100 of them , which do not pay dividends and , therefore , function as charitable institutions ; also counted as charities are the Housing Trusts , such as the Peabody , Astor , Guinness , Lewis and Sutton Trusts , which started to build large blocks of flats in industrial areas at an early date .",5,6,0,1,0,1,0,0,1,0,0,VV,0
198,137802,start,hew," At each stage the vested interests -- of protected tenants , of council tenants , and of local and national politicians -- in the system , grew stronger and more complex , so that the wonder is not that it lived so long but that two men were found at last , in Duncan Sandys and Henry Brooke , of sufficient courage and determination to lay the axe to the roots and start hewing a way back to sanity .",3,-1,0,1,0,1,0,1,0,0,0,VVG,1
198,138011,start,discover," One could imagine a "" price pause "" for a limited time ; but after that -- is there something familiar about all this ? -- one would have to start discovering which prices ought to rise and which ought to fall to offset them , and this is just what we want a commission to do for us because we pretend that we do n't know how to do it for ourselves .",8,-1,0,0,1,0,0,0,1,0,0,VVG,1
198,138307,start,say," I am fascinated to notice that your profession has at last started not merely to say that , but to criticise those who refuse to allow so manifest a fact to be stated in order that it may be examined .",3,-1,0,0,1,0,0,0,1,0,0,VV,0
199,139155,start,roll," And when the money starts rolling in , you will need an accountant to handle all of your financial affairs .",4,-1,0,0,1,0,0,1,0,0,0,VVG,1
199,139208,start,shout," In this situation , it hardly ever helps if you start shouting or losing your cool .",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
199,139321,start,pick," If your record starts to pick up air play and get reviewed just after three weeks , it may be worth keeping yor plugger and press officer on for a bit longer .",4,-1,0,1,0,1,0,1,0,0,0,VV,0
199,139328,start,see," It may take several releases and many months before the company starts to see a return on its investments , so it is essential for an indie to have a relatively solid financial base to see it through the difficult early stages and to sustain the levels of promotion until an act on the label breaks .",3,8,0,1,0,1,0,1,0,0,0,VV,0
199,139436,start,try," so before you start trying to make contact with the press , try to figure out what is engaging or unusual about you .",3,8,0,0,1,0,0,1,0,0,0,VVG,1
199,139546,hate,admit," Though they would hate to admit it , the rock press was once the most important stepping-stone on the way from obscurity to celebrity .",5,-1,0,0,1,0,0,0,1,0,0,VV,0
199,139603,start,record," she has always been great , but she made a tremendous jump when she started recording decent songs instead of versions of old R'n ' B tracks .",6,9,0,1,0,1,0,0,1,0,0,VVG,1
199,140043,start,dwindle," However , if you become a superstar artist , the agent 's 10 per cent quickly starts to dwindle .",7,-1,0,0,1,0,0,1,0,0,0,VV,0
199,140332,start,rehearse, It is too expensive to start rehearsing in the recording studio .,8,-1,0,0,0,0,1,1,0,0,0,VVG,1
199,140549,start,believe, Then everyone starts to believe in this group .,7,-1,0,0,0,0,1,1,0,0,0,VV,0
199,140697,start,try," This is when "" pluggers "" start trying to "" persuade "" presenters and producers to play a particular record .",3,2,0,0,1,0,0,1,0,0,0,VVG,1
199,140988,start,write," As soon as you start writing original work , register the copyrights in one of the ways already outlined .",5,-1,0,1,0,1,0,1,0,0,0,VVG,1
199,141234,start,receive," Once musicians ' royalty income becomes greater than the cost of their recording time and personal advances from the record company , they start receiving royalty statements .",7,8,0,1,0,1,0,1,0,0,0,VVG,1
199,141478,start,see," When that has been paid off , the band will start to see some profit from their records .",3,-1,0,1,0,1,0,0,0,1,0,VV,0
201,144026,start,shoot," The police catch theyselves and rush us shouting and some start to shoot , straight into we .",5,-1,0,0,1,0,0,0,0,0,0,VV,0
201,144228,start,walk," I remember screaming and my scream breaking into ecstatic laughter and relief as the bear , instead of eating Charlot , started walking splay-footed in imitation of him , then went back into the wood .",4,13,0,1,0,0,1,0,1,0,0,VVG,1
201,144842,start,write, I started writing organ solos .,5,2,0,1,0,1,0,0,1,0,0,VVG,1
201,144921,start,inflate, We all started to inflate our balloons and eventually one burst .,7,-1,0,1,0,1,0,0,1,0,0,VV,0
201,145188,start,arrive, While the equipment is being set up people come in from their work outside and visitors start arriving from up and down the Whanganui river .,6,4,0,1,0,1,0,1,0,0,0,VVG,1
201,145678,start,walk," I tried to knock myself out with some cider I 'd bought , then I swallowed a bottle of weedkiller and started to walk towards the lake .",4,-1,0,0,0,0,1,0,1,0,0,VV,0
201,145706,start,go," Thirty years on I saw it again , when I started going to the Aegean .",2,10,0,0,1,0,0,0,1,0,0,VVG,1
203,147685,start,play," The bands started playing around 11 in the evening and , basically , people did n't go there for the music but to get a sleep if they lived too far out from central London to get home after the tubes had closed down for the night .",4,7,0,0,0,0,1,0,1,0,0,VVG,1
203,147720,start,feel, I started to feel quite weird .,4,1,0,1,1,0,0,0,1,0,0,VV,0
203,147923,start,play," Starting to play music was a way round that It was a way of entertaining myself , passing the time .",4,14,0,1,0,1,0,0,1,0,0,VV,0
203,147941,start,play," I 'm going to have to start playing with other people , I thought .",4,1,0,0,0,0,1,0,1,0,0,VVG,1
203,148046,start,keep," Sometimes when we 'd been out to clubs Bernie would give me a lift home to my parents ' , right out in Greenford where we 'd moved just about the time I started keeping twilight hours .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
203,148077,start,bring," It 's not a big deal in the scheme of things but you get an awful lot of hassle when all your mates are going to university , or start bringing home the bacon .",5,-1,0,1,0,1,0,1,0,0,0,VVG,1
203,148099,start,work, Tommy Roberts used to phone me on a Saturday when I first started working there .,4,-1,0,0,1,0,0,0,1,0,0,VVG,1
203,148187,start,play," Later on Steve got -- what do I mean got , he stole it -- another guitar and started playing as well as singing .",4,3,0,1,0,1,0,0,1,0,0,VVG,1
203,148197,start,go, He gave us a set of keys and we started going there regularly setting it up nicely .,2,-1,0,0,1,0,0,0,1,0,0,VVG,1
203,148226,start,give," Then , the next morning , Steve started giving me a pep talk , all this advice on how to fuck .",4,17,0,0,0,1,0,0,1,0,0,VVG,1
203,148269,start,make," I think Malcolm saw it as a way of getting himself established , starting a shop and making a reputation .",4,9,0,1,0,1,0,1,0,0,0,VVG,1
203,148273,start,see, This was around the time he first started seeing me as more than just an employee .,3,4,0,0,0,0,1,0,1,0,0,VVG,1
203,148336,start,hang," This was when Chris Spedding , the guitarist , started hanging out in the shop .",4,-1,0,0,0,0,1,0,1,0,0,VVG,1
203,148375,start,say," When he started saying what he felt about the new clothes , Vivienne piled into him .",3,4,0,0,1,0,0,0,1,0,0,VVG,1
203,148420,start,get," We were just in our early twenties by the time I left The Pistols , beginning to find our way in the world , starting to get more confidence .",3,26,0,1,0,1,0,0,1,0,0,VV,0
203,148576,start,get," As he was the NME 's star writer I guess Malcolm realised that once the band really started to get going , Nick would be able to help us out -- whether he knew it or not .",3,2,0,0,1,0,0,0,1,0,0,VV,0
203,148618,start,bash," Chrissie shouted to him , oi , where are your Beatle boots then ? and started bashing out the rhythm to "" Glad All Over "" on the table .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
203,148625,start,go, But things started going a bit wrong before she could start .,2,2,0,1,1,0,0,0,1,0,0,VVG,1
203,148628,start,whack, He took his belt off and started whacking Chrissie with it .,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
203,148693,start,give," Then the young assistant started giving me funny looks , as if there was something up and I should know there was something up .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
203,148734,start,follow, Act guiltily and they 'll judge you guilty As they started to follow him down the street he got more and more worried He broke into a run .,6,1,0,1,0,1,0,0,1,0,0,VV,0
203,148787,start,take," So we would have had to leave anyway , in case the cops started taking too close an interest in it .",4,11,0,0,1,0,0,0,0,0,1,VVG,1
203,148845,start,rehearse, That 's where we really started rehearsing together properly as the band .,8,-1,0,0,0,0,1,0,1,0,0,VVG,1
203,148909,start,come," Maybe that very quickly he started coming up with lyrics and that he and I got on well right from the off , Well , not quite from the off .",4,-1,0,0,0,0,1,0,1,0,0,VVG,1
203,148911,start,get," But , once he realised that I was a bit apart from them , we started to get on well and wrote a lot together , coming up with new lyrics for "" Did You No Wrong "" and beginning to find cover versions that would really establish our identity .",3,2,0,0,0,0,1,0,1,0,0,VV,0
203,149031,start,count," He got out his pills , tipped them out on the table and started counting them -- which took absolutely ages because he never did count too well .",5,-1,0,0,1,0,0,0,1,0,0,VVG,1
203,149098,start,play, When we did start playing proper gigs we got surprisingly good money .,4,-1,0,1,0,1,0,0,1,0,0,VVG,1
203,149141,start,look, We quickly found that few places would let us play so we started looking round for alternatives .,4,8,0,1,0,1,0,0,1,0,0,VVG,1
203,149157,start,smash, Either because he had the hump or because he thought it would make for a good show he started smashing the footlights one by one .,5,-1,0,1,0,1,0,0,1,0,0,VVG,1
203,149158,start,stride, As he did this a Maltese feller started striding slowly but purposefully towards us from the back of the club .,6,-1,0,0,0,0,1,0,1,0,0,VVG,1
203,149190,start,tell, He started telling me that I was an emotional cretin and to improve I 'd have to pay them a load of money to get into their reading room -- at 10 an hour .,4,-1,0,0,1,0,0,0,1,0,0,VVG,1
206,152634,start,sleep," He had told her that he had started sleeping with someone else , a "" real woman "" , he had said rashly .",5,-1,0,0,0,0,1,0,1,0,0,VVG,1
206,152751,start,look, When she had acquired a range of basic editing skills she started looking round for what to do with them .,4,22,0,1,0,1,0,0,1,0,0,VVG,1
206,152870,start,bluster, He started blustering about the general election and an end to the inflationary spiral .,7,-1,0,0,0,0,1,0,1,0,0,VVG,1
206,153001,start,play," Once Phoebe had started playing chess regularly again she realised she could probably have become considerably better than him quite quickly , but she did not want that enough to work on it .",4,15,0,1,0,1,0,0,1,0,0,VVG,1
206,153925,start,pull," With her hand on the iron banister , she started to pull herself towards the rooftops .",4,-1,0,0,0,0,1,0,1,0,0,VV,0
206,153980,start,brush," In the light of kitchen she sat Maggie down and started to brush gently at her shoulders , but after a minute or so she said ,",5,-1,0,0,0,0,1,0,1,0,0,VV,0
206,154162,start,read," She started to read and for a moment lost her rigid self-consciousness in admiring delight at her own writing , its clarity and generosity .",4,-1,0,0,1,0,0,0,1,0,0,VV,0
207,155161,start,go, When the British started to go out of Britain and go abroad for their holidays their eyes were opened .,2,1,0,0,1,0,0,0,1,0,0,VV,0
207,155162,start,eat," They started to eat different food , see different clothes and furniture in the shops and different houses and their perspective widened .",3,-1,0,1,0,1,0,0,1,0,0,VV,0
207,155757,start,hit, But plastics as a whole had started to hit bad times .,3,-1,0,0,0,1,0,0,1,0,0,VV,0
207,155761,start,build," As the patents had run out on many ICI fibre Products , so competitors had jumped on the bandwagon and started building plants at a frenzied pace .",5,-1,0,1,0,1,0,0,1,0,0,VVG,1
207,156645,start,articulate, It was n't until she had successfully launched The Body Shop on to the Unlisted Securities Market that she began to examine the direction in which the business was going and to start articulating its mission in a definitive way .,10,-1,0,1,0,1,0,0,1,0,0,VVG,1
209,157985,start,buy, When he started to buy he knew nothing about cattle .,3,-1,0,0,1,0,0,0,1,0,0,VV,0
209,158045,start,wash," The girls started to wash up and tidy ; very soon the litter of the evening was cleared away , the room made ready for breakfast .",4,-1,0,1,1,0,0,0,1,0,0,VV,0
209,158087,start,push," The two girls were quiet for a long time after the door closed ; then suddenly , unaccountably , they started to push one another , boisterously mimicking Moran : "" God , O God , what did I do to deserve such a crowd ?",4,-1,0,0,1,0,0,0,1,0,0,VV,0
209,158087,start,mimick," The two girls were quiet for a long time after the door closed ; then suddenly , unaccountably , they started to push one another , boisterously mimicking Moran : "" God , O God , what did I do to deserve such a crowd ?",6,-1,0,0,1,0,0,0,1,0,0,VVG,1
209,158362,start,roll," As soon as I got to the other side of the bank I threw myself down and started to roll . """,4,-1,0,0,1,0,0,0,1,0,0,VV,0
209,158542,start,go," As soon as she started to go through the bundle of letters , all Moran 's attention was fixed on the sorting .",2,3,0,0,0,0,1,0,1,0,0,VV,0
209,158603,start,talk," It does n't need much to start people talking . """,4,3,1,0,0,1,0,1,0,0,0,VVG,1
209,158691,start,darken," There were just the whitehorn and brier of the hedges , the green ridge of the lane inside the wheel tracks , the wild strawberries starting to darken on the banks .",6,-1,0,0,0,0,1,1,0,0,0,VV,0
209,158779,start,irritate," In fact , the response was so uniform and repetitious that it started to irritate him before long .",8,-1,0,0,0,0,1,0,1,0,0,VV,0
209,158855,start,play, As soon as they came into the house a melodeon started to play and two fiddles took up in perfect tune ; then bagpipes played alone .,4,17,0,0,1,0,0,0,1,0,0,VV,0
209,158922,start,understand," "" Let them start to understand , "" he said as he took her hand in a playful threat .",10,2,0,0,1,0,0,0,1,0,0,VV,0
209,158979,start,shave, He lathered and started to shave .,5,-1,0,0,1,0,0,0,1,0,0,VV,0
209,158984,start,dress, When he started to dress in front of the fire the two older girls turned away and when he looked for a collar stud the boy ran to attend .,5,16,0,0,0,0,1,0,1,0,0,VV,0
209,159020,start,walk, After crossing the bridge Moran checked his watch and to their infinite relief started to walk quickly .,4,2,0,0,1,0,0,0,1,0,0,VV,0
209,159023,start,dull, It had not rained for a week and the white dust of the road started to dull the shine of all the shoes .,4,-1,0,1,0,1,0,0,1,0,0,VV,0
209,159024,start,cringe, At the end of the long road Reynolds ' was the first house they had to pass and they started to cringe into themselves behind Moran even before they got to the little hedge of privet above the whitewashed stones .,6,-1,0,0,0,0,1,0,1,0,0,VV,0
209,159245,hate,see," "" Daddy hates to see anybody sitting down doing nothing . """,3,-1,0,0,1,0,0,1,0,0,0,VV,0
209,159317,start,split," Soon they heard the sharp , swift sounds of the axe as he started to split lengths of branches into firewood .",5,-1,0,1,0,1,0,0,1,0,0,VV,0
209,159443,start,dress, Rose had left out his brown suit and shirt and tie and socks and he had started to dress .,5,-1,0,0,1,0,0,0,1,0,0,VV,0
209,159854,start,spread, To cut down on expense he did not get the big factory spreaders but started to spread it himself with tractor and shovel .,6,-1,0,0,0,0,1,0,1,0,0,VV,0
209,159973,start,paint, Rose had already started to paint the main room of the house during the first exam .,5,-1,0,1,0,1,0,0,1,0,0,VV,0
209,160015,start,clear," Then , like a shoal of fish moving within a net , Rose and the girls started to clear the table , to brush away crumbs , to wash , to dry , to return each thing to its own place , all done with a muted energy ; whispers , jokes , little scolding asides -- "" No , that goes in the other place "" or reminisce how they had made the same mistake before in order to soften any harshness in the scold , bending low in apologetic laughter .",5,-1,0,1,0,1,0,0,1,0,0,VV,0
209,160100,start,mow, Moran had started to mow .,3,1,0,0,1,0,0,0,1,0,0,VV,0
209,160112,start,take," Towards evening , when the grass started to take on the dry crackle of hay , it was as if the small handshakings were springing up in the meadow .",4,4,0,0,0,0,1,0,1,0,0,VV,0
209,160321,start,sob," We 'll all be rolling , "" Moran said half-jokingly ; and as Michael started to sob he touched his thick curly hair .",3,-1,0,0,1,0,0,0,1,0,0,VV,0
210,160730,start,rattle, I had just left the shelter of my brolly as a pout started to rattle my rod tip when a 5 oz sinker ripped a hole through my brolly .,6,-1,0,1,0,1,0,0,1,0,0,VV,0
210,160853,start,get," After a slow first hour I started to get a few better fish , roach and skimmers .",3,1,0,0,0,1,0,0,1,0,0,VV,0
210,161476,start,show, Boat sport quiet but big cod starting to show .,4,14,0,0,1,0,0,0,0,0,0,VV,0
210,161656,start,move," Eastney and Hayling beaches quidt , although flounder and place have started to move inshore .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
210,161737,start,warm," Few lakes or reservoirs start to warm up until late March , and the deeper ones are normally cold well into May .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
210,161828,start,form," Once the reed has dried , it is advisable to put the gloves back on again , so any excess powder on the surfact can be wiped away , before you start forming your floats .",4,1,0,1,0,1,0,1,0,0,0,VVG,1
212,163581,start,climb," I started climbing down , without too much in mind , and Nathan followed .",5,-1,0,0,0,0,1,0,1,0,0,VVG,1
212,163592,start,pour," He started to pour cold water over me , in part to staunch the blood , in part to revive me .",4,1,0,1,0,1,0,0,1,0,0,VV,0
212,164153,start,build," Our trip had been timed to coincide with nesting , although the birds were confused by the late spring and many had not yet started to build .",5,-1,0,0,1,0,0,0,1,0,0,VV,0
