text_id,sent_id,finite_verb,non_finite_verb,sentence,length,lastmention,verb_start,verb_begin,verb_love,verb_hate,argstr_NC,argstr_NP,argstr_PP,tense_pre,tense_pst,tense_fut,tense_cond,verb_POS,target_form
351,284866,start,look," As they go , one of their justifications for behaving dictatorially is starting to look strong .",4,-1,1,0,0,0,1,0,0,1,0,0,0,VV,0
351,285001,begin,suffer," The panic died down , the fish-vendors ' business picked up , the cabinet survived -- but thousands whose fish was less fresh began to suffer the cholera pangs ; explosive diarrhoea and rapid dehydration , which can lead to rapid death .",6,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
351,285739,start,listen," Now governments and cities are starting to listen to economists , who have been telling them for years that the use of road space should not be a free gift to motorists .",6,-1,1,0,0,0,1,0,0,1,0,0,0,VV,0
351,286538,start,broadcast," A rocket explosion at Cape Canaveral destroyed a satellite being sent up by the public-broadcasting company , possibly wrecking its chances of starting to broadcast commercial high-definition television in November .",9,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
351,286643,begin,use," By 1987 trials had begun using a 2.6-metre model in the foundation 's test tanks in Tsukuba , the "" technopolis "" north-east of Tokyo .",3,4,0,1,0,0,0,1,0,0,1,0,0,VVG,1
351,286794,begin,apply, Yet there had also been a long lag before financial markets began to apply many of the points these academics made .,5,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
351,287045,start,demand," So to lower the cost of capital and raise the firm 's value , should you not fill your boots with it , at least until you get so close to bankruptcy that shareholders and creditors start to demand higher returns to balance the risk ?",6,-1,1,0,0,0,0,1,0,1,0,0,0,VV,0
351,287583,start,change," According to Ryuji Yasuda , a consultant in McKinsey 's Tokyo office , this has started to change in the past six months .",6,-1,1,0,0,0,0,0,1,1,0,0,0,VV,0
352,288437,begin,make," Following the example of Mr Lee 's low-budget hit , "" She 's Got ta Have It "" , young black directors began making small independent films , some of which earned national distribution deals only after their directors sweated to get the films made .",4,1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
352,288460,begin,diverge," Islands are where species form , as populations that are isolated from each other by the intervening space begin to diverge .",7,-1,0,1,0,0,1,0,0,1,0,0,0,VV,0
352,288486,start,make," When astronomical cosmologists started to make interesting noises about the extreme heat and density of the Big Bang , the moment of creation that set Hubble 's expansion off , other physicists began to take notice .",4,10,1,0,0,0,0,1,0,0,1,0,0,VV,0
352,288488,start,work," Physicists started working on theories to explain the early universe : what particles populated it , what properties it bequeathed to the present .",4,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
352,288522,start,tick, The court decided that victims of art thefts should be protected against the usual requirement in civil cases that the owner must make some effort to recover stolen goods within three years ; it ruled that the clock does not start ticking for the statute of limitations until the victim locates the stolen artworks and asks for their return .,4,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
352,288628,begin,film," Oliver Stone is the latest to stir things up , as he prepares to begin filming "" JFK "" in April .",4,-1,0,1,0,0,1,0,0,1,0,0,0,VVG,1
352,289107,begin,emerge," In recent months an open , multi-party system has begun to emerge .",6,-1,0,1,0,0,1,0,0,1,0,0,0,VV,0
352,289281,begin,last," The 500 wells in Kuwait 's northern fields would burn indefinitely , but for the efforts of the fire fighters , who will shortly begin the task , lasting one or two years , of extinguishing them .",4,13,0,1,0,0,0,1,0,0,0,0,1,VVG,1
352,289307,begin,reduce," Export-led growth will -- if it works -- be boosted by a tariff-cutting programme due to start in June ; after Brazil and Argentina began gingerly reducing their tariffs in 1987 , trade between them increased from $1.35 billion that year to $2 billion in 1990 .",6,-1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
352,289417,begin,leave," Poland 's foreign minister , Krzysztof Skubiszewski , hopes that a deadline for final Soviet withdrawal can be fixed soon , and that big combat units will begin leaving this spring .",5,-1,0,1,0,0,0,1,0,1,0,0,0,VVG,1
352,289431,begin,train," Hungarians have begun to train at Sandhurst , Britain 's main officer-training college .",5,4,0,1,0,0,0,0,1,1,0,0,0,VV,0
352,289450,start,link," Flimsy as each thread may seem , such a network , they hope , can start to bind the three peoples together , and link them to other European countries whose help might gradually reduce their sense of insecurity .",4,5,1,0,0,0,1,0,0,1,0,0,0,VV,0
352,289560,begin,meet," The European Council began to meet in 1974 , at the prompting of France , which wanted the EC to have a guiding authority similar to the French presidency 's .",4,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
352,289736,start,buy, Health authorities will now start buying health care from a range of competing providers .,3,-1,1,0,0,0,0,1,0,0,0,1,0,VVG,1
352,289737,start,run, Hospitals that have chosen to opt out of health-authority control and become self-governing will start running their own affairs .,3,-1,1,0,0,0,0,1,0,0,0,1,0,VVG,1
352,289837,start,serve," Above all , privatisation ought to oblige staff to start serving passengers better .",5,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
352,289875,start,blur, It has taken the Tories ' current enthusiasm for copying Labour policies -- and this week 's signal from the Bank of England that it favours a form of credit controls -- to start to blur that image .,4,-1,1,0,0,0,0,1,0,1,0,0,0,VV,0
352,290143,start,erode," Meanwhile , removing barriers to cross-border electricity and gas trade should start eroding the monopolies from within and benefiting consumers immediately .",5,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
352,290252,start,spend," In order to expand away from America 's competitive magazine market , Mr McGovern has started spending his money in some new , riskier ways .",5,3,1,0,0,0,0,1,0,1,0,0,0,VVG,1
352,290334,start,replace," In which case , international rules on competition policy and direct investment will start to replace trade policy as the most contentious areas of economic relations .",7,-1,1,0,0,0,0,1,0,0,0,1,0,VV,0
352,290387,start,move, Companies will start start moving their back offices from central Tokyo to cheaper areas .,4,-1,1,0,0,0,0,1,0,0,0,1,0,VVG,1
352,290495,start,publish," Investment banks too are starting to publish opinions on credit , just as they do on equities .",7,-1,1,0,0,0,0,1,0,1,0,0,0,VV,0
352,290547,start,face, Investors say both have improved their services since they started to face serious competition .,4,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
352,290586,start,attract, They are also starting to attract some of the best young talent away from the money-centre banks -- and good brains allied to the skills of good management are almost as scarce as profits in America 's banking parlours these days .,7,-1,1,0,0,0,1,0,0,1,0,0,0,VV,0
352,290829,begin,find, Liberals and conservatives are beginning to find common ground on one point : welfare should be strictly temporary -- a transition back to work .,4,-1,0,1,0,0,0,1,0,1,0,0,0,VV,0
352,291084,start,pin," If the 17 keV neutrino were proved to exist , far more detailed surveys of beta decay would start to pin down its properties and to look for others .",3,-1,1,0,0,0,0,1,0,0,0,0,1,VV,0
353,291714,love,strive," Did you know I feel that if I thought ( and if you ever did , I should know it as soon as the thought had crossed your brain ) you doubted my perfect love , truth , sincerity and striving for goodness , I must indeed give up all the good I have gained , and gain daily , by your love and mine .",6,15,0,0,1,0,0,0,1,0,1,0,0,VVG,1
353,291793,begin,carry," I began several diaries , carrying on the entries in some of them as far as February .",5,-1,0,1,0,0,0,0,1,0,1,0,0,VVG,1
353,291905,begin,work," From that school of mingled games , friendliness and lessons I went with but a short pause to one where lessons were business , and a very serious business indeed since most of the scholars had already begun to work in offices and came here in the evenings to qualify themselves to earn more money and more leisure .",4,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
353,292400,hate,see," It was irritation , doubtless the result of some ill doing or extravagance on my own part , making me hate to see its image elsewhere .",3,-1,0,0,0,1,0,1,0,1,0,0,0,VV,0
354,294147,love,enlarge," As Berkeley points out , sceptics "" exaggerate , and love to enlarge on "" that part of the seventeenth-century picture of the world according to which independently existing material things have a real essence of which we are ignorant .",7,-1,0,0,1,0,0,0,1,1,0,0,0,VV,0
355,295537,start,make, An advancement means a sum of money paid to a child to start him in business or to make a permanent provision for him ; it does not include casual payments given as a present or to help to tide over temporary difficulties .,4,-1,1,0,0,0,0,1,0,1,0,0,0,VV,0
356,295568,love,drive," Strong and brave -- his 110 against Lillee and Thomson on an uneven Brisbane pitch in 1974-5 was an innings of real courage -- he loved to drive off the front foot , could hit the ball vast distances and was very much a crowd-pleaser .",5,-1,0,0,1,0,0,1,0,0,1,0,0,VV,0
356,295864,begin,lead," Hard work by the ground staff enabled play to begin on Friday afternoon , whereupon Richards , leading West Indies for the first time because of Lloyd 's injury , gleefully put England in .",4,-1,0,1,0,0,1,0,0,0,1,0,0,VVG,1
356,295965,begin,fulfil," Of the players , Gooch in particular had had a good tour and was really beginning to fulfil his potential , but the difference between the two bowling attacks seemed just to be increasing .",6,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
356,296169,begin,hand," England began their tour in miserable fashion , handing Windward Islands their first ever win over a touring team .",4,-1,0,1,0,0,1,0,0,0,1,0,0,VVG,1
356,296195,start,shoot," Gooch , Gower and Lamb made forties , only for the ball to start shooting and wickets to fall .",5,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
356,296321,begin,flood," The feat was marked by a drain bursting under the pitch soon after play began and flooding one of the run-ups ; inevitably , the umpire concerned was "" Dickie "" Bird , famed for his wariness about the weather , and now having to contend with water coming from below as well as above .",5,-1,0,1,0,0,0,0,1,0,1,0,0,VVG,1
356,296375,love,play," Tall and powerful , he is naturally an attacking batsman who loves to play his shots , and his Test average has no doubt suffered from having often had to play defensively to shore up the innings .",4,-1,0,0,1,0,0,1,0,1,0,0,0,VV,0
356,296399,begin,go," Malcolm disposed of Haynes with a very fast , dipping full toss , and then after Greenidge and Richardson seemed to be settling down , wickets began to go .",2,15,0,1,0,0,1,0,0,0,1,0,0,VV,0
356,296413,begin,realise," Slowly people began to realise it was not a miracle after all , but the reward for an enormous amount of hard work , planning and discipline which ensured they were the fittest and best-prepared England team ever , ; a very professional approach which saw them practising endlessly ; high-class line and length bowling , backed up by excellent fielding , which had the West Indian batsmen constantly under pressure ; sound batsmanship to build on the bowlers ' successes ; and a crackling team spirit fostered by Gooch which one could not remember seeing in an England team in years .",7,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
356,296924,start,charge," And with the brightest students , who would have gone to Britain until the Thatcher government started charging them substantial fees , now studying in the US , it seems likely that the trend away from cricket to American sports will steadily continue .",6,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
357,297380,begin,switch," Like most Americans , I began switching channels .",6,-1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
357,297386,begin,pack," Round midnight , I began to pack .",4,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
357,297408,start,shout," I started shouting out loud : "" Stop , for Chrissakes , stop ! """,5,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
357,297429,love,fly," He loved his country and he loved flying . """,3,-1,0,0,1,0,1,0,0,0,1,0,0,VVG,1
357,297485,start,sing," As I moved into the small museum , a male chorus started singing over the sound system : Glory , glory , it 's a hell of a way to die ...",4,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
357,297508,start,talk, I took a fresh notebook from the glove compartment and started back to talk to them .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
357,297642,start,trot," I throw on my overcoat and step into the pitch-black hall , take off my shoes and start to trot quietly down the twenty-two flights of steps .",4,-1,1,0,0,0,0,1,0,1,0,0,0,VV,0
357,297849,start,make, Peter Cook says he started making people laugh in order to disarm bigger boys at school .,4,5,1,0,0,0,1,0,0,0,1,0,0,VVG,1
357,297961,start,run," I sprinted across the open square outside the station , jacket over head , dodging tramcars with split-second , if largely inadvertent , precision , skirted a large puddle , feinted between two parked cars , head-faked a lamppost and two startled elderly shoppers ( once I start running , I ca n't stop myself from pretending I 'm returning a kick-off for the Chicago Bears ; it 's a compulsion -- a sort of Tourette 's syndrome of the feet ) .",3,-1,1,0,0,0,1,0,0,1,0,0,0,VVG,1
357,298012,love,meet, I should love to meet the guy who thought up that one .,4,-1,0,0,1,0,0,1,0,0,1,0,0,VV,0
357,298136,start,work," Although writing was to become his new addiction , he had actually started his novel ( working title Dead Man Walkin ' ) when he lived in San Francisco .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
357,298193,start,do, And then he started doing coke .,2,7,1,0,0,0,0,1,0,0,1,0,0,VVG,1
357,298412,begin,try," "" I 'm gon na fix it for them , "" she says , and begins trying to stuff the pages back in .",3,3,0,1,0,0,1,0,0,1,0,0,0,VVG,1
357,298542,start,talk, Then an acquaintance started talking to me and diverted my attention .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
357,298594,begin,go," On one occasion , it began to go up when she wanted to go down ; another time , it refused to open and kept her prisoner for half an hour .",2,2,0,1,0,0,1,0,0,0,1,0,0,VV,0
357,298608,start,come," Ten years ago , when she first started coming , the club had fewer members and it was quiet .",4,7,1,0,0,0,1,0,0,0,1,0,0,VVG,1
357,298642,start,rise," With much hissing , hot steam started to rise upwards , making the woman sitting next to Agnes wince with pain and cover her face .",4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
357,299324,start,hand, A lot of people started handing in pellet guns and antique muzzle-loaders they 've been keeping for years without a licence .,4,5,1,0,0,0,0,0,1,0,1,0,0,VVG,1
357,299653,start,shake, His body starts to shake with laughter .,5,-1,1,0,0,0,0,0,1,1,0,0,0,VV,0
357,300242,start,sound, Because a lifetime of debauchery somehow loses its romantic kudos once it winds down to a respectable job and keep-fit classes ; it stops being a biopic and starts sounding like a how-I-conquered-my-bad-habits-and-became-a-normal-person telefilm .,5,-1,1,0,0,0,0,0,1,1,0,0,0,VVG,1
358,300851,start,go," Nevertheless , no one could claim that it was a united Cabinet and this was made worse as the everyday issues of government started to go wrong .",2,1,1,0,0,0,1,0,0,0,1,0,0,VV,0
358,301301,start,lengthen, Waiting lists started to lengthen as operations were cancelled .,8,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
358,301681,start,calm, Fortunately my 1983 conference speech went well and the row started to calm down .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
358,302275,start,examine," When I had started to examine pensions , many in the industry were opposed to any change in SERPS and almost everyone was opposed to personal pensions .",7,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
359,302444,love,possess, Certainly Paul 's experience expressed in Galatians 2.20 is that of Christ 's life and love possessing him fully .,7,-1,0,0,1,0,1,0,0,0,1,0,0,VVG,1
359,302484,start,live, Is n't it about time we started living off our inheritance ?,4,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
359,302885,start,think, As you start to think about the things that make you anxious you realize that the passage is telling you not to be anxious but to pray with thanksgiving !,5,-1,1,0,0,0,0,0,1,1,0,0,0,VV,0
359,302886,start,relate," Now what is God saying to me through this passage ? ... and you find yourself ruminating on the things you are anxious about , and you start to relate this to the person you are .",6,-1,1,0,0,0,1,0,0,1,0,0,0,VV,0
359,302892,start,meditate, I started to meditate on that verse in relation to my argument with my colleague .,8,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
359,302896,start,thank, I started to thank God for this colleague of mine and his gifts and commitment .,5,2,1,0,0,0,1,0,0,0,1,0,0,VV,0
359,303285,love,promote," I would hope that you would see beyond that , and issues like it , the primary claims of Christ in his Church , to love him and to promote him as Lord of the Church .",7,-1,0,0,1,0,0,0,1,0,0,0,1,VV,0
359,303304,love,see, I 'd love to see the warmth and enthusiasm of the Spirit spilling over into our worship on Sundays .,3,19,0,0,1,0,0,1,0,0,1,0,0,VV,0
359,303481,love,teach," Well , he does come down -- not to thump us but to love us in Jesus , to teach us the Christian way , and to take our sins and failures to the cross and to rise again in triumph for us all .",5,-1,0,0,1,0,0,1,0,1,0,0,0,VV,0
359,303700,start,talk," We only start to talk about sacrifice with our children when something seriously wrong has happened in the relationship , when the mother or father says bitterly : "" Do n't you understand what I have given up for you ?",4,-1,1,0,0,0,0,0,1,1,0,0,0,VV,0
359,304477,start,look," That is , until we start to look at the reality of our society .",4,-1,1,0,0,0,0,0,1,1,0,0,0,VV,0
360,304708,start,kill," Halfway through lunch , this blonde , baby-faced girl started to kill herself with anxiety because she saw someone she knew but could not remember their name .",4,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
360,305284,start,look," Still , it did not take long to sell , and as soon as people started to look over it , she told her family .",4,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
360,305725,love,tell," He loved to tell stories of how he had given advice , how it had been disregarded , and how he had been proved right .",4,19,0,0,1,0,0,1,0,0,1,0,0,VV,0
360,306433,start,cry," But I want my baby to have a father -- "" and she started to cry .",3,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
360,306787,start,breed," To begin with , they were of a similar age : Jane 's children were older because she had started to breed younger .",5,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
361,307267,begin,sort, him and began sorting his sticks into lengths .,4,-1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
361,307293,begin,place," Philip began the second join , placing another length of wood at right angles .",5,20,0,1,0,0,0,1,0,0,1,0,0,VVG,1
361,307434,begin,climb," "" I 'm going , then , "" said Philip beginning to climb the fence .",5,-1,0,1,0,0,0,1,0,1,0,0,0,VV,0
361,307592,begin,climb, He began to climb over it .,5,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
361,307782,hate,come, Philip hated coming here .,4,-1,0,0,0,1,1,0,0,1,0,0,0,VVG,1
361,308274,hate,see," He hated seeing the fields slipping past , the wrong ones .",3,-1,0,0,0,1,0,1,0,0,1,0,0,VVG,1
361,308509,begin,cough," She began coughing and put her hand to her chest , wheezing .",5,-1,0,1,0,0,1,0,0,0,1,0,0,VVG,1
361,308691,start,feed, That was what he 'd thought of every morning since he 'd first started feeding them with Mrs Wright 's grain .,4,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
361,308708,begin,seem," It had begun to seem like the ideas he 'd had when he was younger , that you worked out in school and at night in bed , that seemed so easy , then when it carne to it did n't work out .",4,1,0,1,0,0,0,0,1,0,1,0,0,VV,0
361,309582,hate,pull," When Philip had been in hospital when he 'd had croup that 's what he hated worst , the pulling of the curtains .",4,1,0,0,0,1,0,0,1,0,1,0,0,VVG,1
361,310825,start,fiddle, If he started fiddling with it the way he fiddled with everything it could go off in his own face .,6,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
361,310892,start,pull, He started pulling things out of his pocket .,4,19,1,0,0,0,0,1,0,0,1,0,0,VVG,1
361,311214,start,criticize," I told her Barry should have kept him in , and she said if I started criticizing him , she 'd get Don to the phone . """,9,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
363,311802,start,pull," Confident in the knowledge that he now had the general support of most of the top brass to his world control plan , Mueller considered that he was now in a much stronger position to start pulling the rug out from under the Regional Area Managers .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
363,311822,start,call," From here on in , Randy Mueller was going to start calling the shots .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
363,312012,love,see, They 'd love to see him down there .,3,-1,0,0,1,0,1,0,0,0,1,0,0,VV,0
363,312401,start,sway, The room started to sway again and the pains in his head intensified .,4,26,1,0,0,0,1,0,0,0,1,0,0,VV,0
363,313141,start,empty," "" Start emptying the files ? """,5,-1,1,0,0,0,0,1,0,1,0,0,0,VVG,1
364,314170,start,hold," Nigel needed more money now he had a mortgage and a wife again , so he started holding workshops in his own home .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
364,314248,start,give, Gina did indeed start giving lessons of a kind .,4,2,1,0,0,0,0,1,0,0,1,0,0,VVG,1
364,314489,start,take, The barman even told him he 'd had enough -- something they rarely do unless they think a client 's about to throw up over the upholstery or start taking his clothes off .,4,4,1,0,0,0,0,1,0,0,1,0,0,VVG,1
364,314657,begin,sell, Nigel began selling review copies -- his own and any others he could cadge -- to give a little boost to his income .,4,-1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
364,314718,begin,despise, He began to despise other men who did not look after themselves .,7,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
364,314890,start,pick, He started to pick the odd quarrel and cancel dates .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
364,315276,start,take, He was afraid she might see him sticking out and start taking him for granted or make unwomanly advances .,4,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
364,315322,start,hint, Eleanor started hinting at an affair .,4,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
364,315507,hate,review, He hated reviewing .,6,-1,0,0,0,1,1,0,0,0,1,0,0,VVG,1
364,316038,hate,see," Nigel was paid for his work , but he hated not seeing his piece in print .",3,-1,0,0,0,1,0,1,0,0,1,0,0,VVG,1
364,316181,start,talk, Nigel started to talk more about class in his new novel and less about twinkling nipples .,4,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
364,316186,start,appear," He had often told her that it was a social disadvantage having the sort of wife he could n't take anywhere , but he dropped this line when she started appearing beside him at literary lunches and old school do 's .",6,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
364,316586,start,ask," He started to ask Flora , the nurse , for a relief massage .",3,14,1,0,0,0,1,0,0,0,1,0,0,VV,0
364,316593,start,read," He studied Nigel 's particulars and started to read them out slowly , looking up to query various points and making notes on a pad in front of him .",4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
364,316931,start,wear," He had started wearing Gina 's wedding ring on the other , wanting to show the nurses he was married .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
364,316955,start,type, He started typing and found himself enjoying it for the first time for years .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
365,317140,start,plant," Jinny 'll have to do all the milking and start planting out the cabbages . """,5,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
365,317144,start,get, Start getting rid of tomorrow as well .,3,5,1,0,0,0,1,0,0,1,0,0,0,VVG,1
365,317528,start,gather," With a meekness that made her feel mean , he knelt down on the floor and started to gather his cuttings together .",6,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
365,317574,start,feel," Just as he started to feel that he could not endure it any longer , that he would have to struggle , Doyle 's fingers relaxed slightly .",4,26,1,0,0,0,1,0,0,0,1,0,0,VV,0
365,317603,start,hit, Doyle would start to hit him and he would not be able to stop .,3,-1,1,0,0,0,1,0,0,0,0,0,1,VV,0
365,317722,start,follow, Oz gave in straight away and started to follow Jinny up the slope .,6,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
365,318147,start,make," "" Sorry to haul you off , girl , "" Mr Hollins said in a low voice , "" But I reckoned it would be more comfortable for everyone if I got you out afore they had to start making excuses .",4,2,1,0,0,0,0,1,0,0,1,0,0,VVG,1
365,318578,start,scream," The questions had chased each other round and round , finding terrible answers , until he knew he would start to scream if he did not shut them out .",6,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
365,318620,start,think, Then he started to think hard .,5,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
365,318627,begin,test," Slowly , testing every thought and every memory , he began to think about himself .",4,-1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
365,318627,begin,think," Slowly , testing every thought and every memory , he began to think about himself .",5,7,0,1,0,0,0,0,1,0,1,0,0,VV,0
365,318821,start,root, Jinny frowned down at him as he fell to his knees and started to root about in his files of cuttings .,4,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
365,319670,start,arrive," If people start arriving , tell them Joe 's on his way . """,6,-1,1,0,0,0,1,0,0,1,0,0,0,VVG,1
365,319753,hate,rely, She knew how much he hated relying on other people or being involved in their affairs .,4,-1,0,0,0,1,0,0,1,0,1,0,0,VVG,1
365,319917,start,stack, Tug started to stack the dirty plates .,5,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
365,320194,start,kid, Do n't start kidding yourself that there 's any way out of that .,3,-1,1,0,0,0,1,0,0,1,0,0,0,VVG,1
365,320382,start,lift," The Hare-woman 's hands steadied the gun and she started to lift it , taking aim .",4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
365,320382,start,take," The Hare-woman 's hands steadied the gun and she started to lift it , taking aim .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
366,320516,begin,sing, Then they began singing .,4,-1,0,1,0,0,1,0,0,0,1,0,0,VVG,1
366,320649,start,get," "" Now that it 's over , you 'd expect they 'd start getting things right at last , would n't you ? "" said Mrs Parvis , standing up at the end of the table to ladle out to her assembled household .",3,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
366,320650,start,look," "" Well , things are bound to start looking up soon , "" said one of the lodgers .",4,2,1,0,0,0,1,0,0,0,1,0,0,VVG,1
366,321074,start,scurry," Dot knew that when grown-ups started scurrying purposefully , something bad was about to happen , specially if you had n't heard the siren .",6,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
366,321118,begin,cry," When Dot began to cry she was n't sure if it was because of thinking about poor Mr Brown 's two missing fingers or because she could n't remember what her father 's face looked like , or merely because of the alarming new orders about train departures cackling from the loudspeakers .",3,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
366,321286,start,walk, Then they started walking .,4,4,1,0,0,0,1,0,0,0,1,0,0,VVG,1
366,321404,begin,sprout, She had a brow so low that her hair seemed to begin sprouting from just above her eyes which moved independently .,6,-1,0,1,0,0,0,0,1,0,1,0,0,VVG,1
366,321959,begin,hurt, At lunchtime Dot 's ears began hurting inside her head as though they were filling with hot fire .,4,-1,0,1,0,0,0,0,1,0,1,0,0,VVG,1
366,322072,begin,understand," Dot did not know what Psalms were , but she felt she was beginning to understand about quiet and gentle greenness because she saw it all around her .",10,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
366,322117,begin,guess," She 'd begun to guess he was probably dead too and they 'd forgotten to tell her , just like nobody told her straight when Baby died .",5,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
366,322141,begin,pile," Loopy Lil began piling the tea-things on to the tray to carry back to the kitchen , and Mrs Hollidaye suggested Gloria should go and help bring in the vegetables from the shed for supper , when an insistent bell began ringing out somewhere within the house .",4,-1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
366,322141,begin,ring," Loopy Lil began piling the tea-things on to the tray to carry back to the kitchen , and Mrs Hollidaye suggested Gloria should go and help bring in the vegetables from the shed for supper , when an insistent bell began ringing out somewhere within the house .",4,-1,0,1,0,0,0,0,1,0,1,0,0,VVG,1
366,322168,start,make," Then Mrs Hollidaye said , "" My dear girl , you have to start making a home .",4,20,1,0,0,0,0,1,0,0,1,0,0,VVG,1
366,322311,begin,edge, Gloria began to edge along the hallway .,4,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
366,322316,begin,put," Still , I said to myself , so she has got a husband after all , because I was beginning to put two and two together and ask myself a few questions .",3,27,0,1,0,0,1,0,0,0,1,0,0,VV,0
366,322373,begin,slide, She began sliding from the chair towards the gaping hole in the floor .,5,-1,0,1,0,0,0,0,1,0,1,0,0,VVG,1
366,322651,start,cry," Seeing it , and thinking of him safely in heaven with no risk now of being zipped into this airless rubber gas-bag made Dot start to cry .",3,-1,1,0,0,0,1,0,0,0,0,0,0,VV,0
366,322734,begin,read, She began to read aloud .,4,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
366,322767,start,think," If she thought about Gloria , then she 'd have to start thinking about him too .",5,0,1,0,0,0,0,0,1,0,1,0,0,VVG,1
366,323044,begin,cry, When the lights were turned out he began crying .,3,-1,0,1,0,0,1,0,0,0,1,0,0,VVG,1
366,323050,begin,choke, As she began to choke she kicked and struggled for breath before tumbling down into nowhere .,5,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
366,323343,start,perk," "" But once your father comes home , things 'll start perking up , wo n't they ? """,4,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
366,323423,start,paint, She inspected her bare feet and started to paint the toe-nails .,5,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
366,323494,begin,play," So , when still playing , still marking time with the great drum strapped to his back and clashing the cymbals , still rattling the bells , and making the melody with his mouth organ , he began to half-dance , half-walk down the middle of the road , she followed a few paces behind and safely on the pavement .",4,-1,0,1,0,0,1,0,0,0,1,0,0,VVG,1
