text_id,sent_id,finite_verb,non_finite_verb,sent,length,last_ment,befaft_bef,befaft_aft,argstr_NC,argstr_NP,argstr_PP,tense_pre,tense_pst,tense_fut,tense_cond,verb_POS,target_form
827,1020850,start,look," And there in the darkness , with half an hour to wait before she could even start looking for Paula with a view to going home , she began to cry .",4,6,0,0,0,0,1,0,1,0,0,VVG,1
827,1020957,start,slip," After the first few dates when he had kissed and cuddled her and only touched her breasts through her blouse , he had started slipping his hand inside .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
827,1021142,hate,mean, Others might say they hated her and mean it .,4,-1,0,0,1,0,0,0,1,0,0,VV,0
828,1022069,start,look," "" I wonder when they will start to look for us ? "" she said , forcing herself to speak above a whisper .",4,-1,0,0,0,0,1,0,1,0,0,VV,0
828,1022710,start,run, You started to run because you wanted to but when you wanted to stop you could n't .,3,1,0,0,1,0,0,0,1,0,0,VV,0
828,1022851,start,run, Then he started running .,3,-1,0,0,1,0,0,0,1,0,0,VVG,1
829,1026161,start,light," When the man eventually got home that day he told the assembled villagers of our meeting , and my warning , and said that after he had watched me go round a bend in the road a hundred yards away he started to light the cigarette I had given him .",5,-1,0,1,0,1,0,0,1,0,0,VV,0
829,1026195,start,extend," Thirty yards beyond the rocks was an open glade , starting from the right-hand side of the track and extending up the hill for fifty or sixty yards , and screened from the rocks by a fringe of bushes .",6,-1,0,1,0,1,0,0,1,0,0,VVG,1
829,1026254,start,run," When the teacher said "" Yes , go outdoors , "" Sherman repeatedly uttered high-pitched barks of excitement and started running around and around the lab with the magazine .",3,-1,0,1,0,1,0,0,1,0,0,VVG,1
830,1026596,start,say," Catriona started to say "" Not a lot "" , in a sort of hard , youth-of-today voice .",3,-1,0,0,1,0,0,0,1,0,0,VV,0
830,1026638,hate,turn," What Catriona had to hide was that she hated turning down any gift from Patrice , who was the best waitress in the place , as well as the nicest .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
830,1027000,start,tackle," At two-thirty , Patrice , Sarah , Catriona and the boys were just starting to tackle the clearing-up .",6,-1,0,1,0,1,0,0,0,0,0,VV,0
830,1027109,start,tickle," Then he slid his left hand down the back of my little short trousers , splaying his fingers across my bare bottom , and started to tickle me .",6,-1,0,0,1,0,0,0,1,0,0,VV,0
830,1027201,start,cry," His mother protested , and he started to cry .",3,14,0,0,1,0,0,0,1,0,0,VV,0
830,1027803,start,register," Except that it if it involved waiting in this corridor for much longer , one of the security cameras might start to register her despite all diversionary moves , and she should therefore now take a break of at least six hours before coming back here .",8,-1,0,0,0,0,1,0,1,0,0,VV,0
830,1028318,start,prepare, I knew I would be alone all my life so I started preparing for it as soon as possible .,7,-1,0,0,0,0,1,0,1,0,0,VVG,1
830,1028554,start,say," I went to visit her just for a coffee or something , and she started saying , after a lot of stuttering , that I was having an affair with her husband .",3,7,0,0,0,0,1,0,1,0,0,VVG,1
830,1028736,start,write, But I do know that by midsummer I had started to write a love-story .,5,19,0,1,0,1,0,1,0,0,0,VV,0
830,1028771,start,move, I started to move,4,-1,0,0,1,0,0,0,1,0,0,VV,0
830,1029035,start,confuse," For ten days I spent all my spare time in a question-and-answer session till the experience started to confuse and hurt me , also -- much to my horror -- defile me .",7,-1,0,0,1,0,0,0,0,0,0,VV,0
831,1029290,start,develop, ... we do n't even have the elementary conditions to start to develop our national economy on a large scale .,7,-1,0,1,0,1,0,1,0,0,0,VV,0
832,1031741,start,court," Simultaneously to starting a business , Louis started courting -- and it can also be said he was piling-up a lot of trouble for himself .",5,-1,0,0,1,0,0,0,1,0,0,VVG,1
832,1032781,start,smoke," I suppose that , as I myself had not started to smoke at that period of time , it was worse for me , just like garlic eaters .",5,-1,0,0,0,0,1,1,0,0,0,VV,0
833,1033662,start,put," In 1981 CLEAR , the Campaign for Lead Free Air , started putting pressure on the Government and the motor and petroleum industries to provide the facilities and incentives for the British public to drive on unleaded fuel .",3,-1,0,1,0,1,0,0,0,0,0,VVG,1
834,1035031,start,beat," Unless the heart starts beating again within a few minutes the person will die , and in fifty per cent of all fatal heart attacks the victim dies within thirty minutes .",4,1,0,0,0,0,1,0,0,1,0,VVG,1
834,1035236,start,lose, Mr B. P. reported that he had already lost 3 stone some time before but had stuck at 15 stone and was pleased when he started to lose again .,4,0,0,0,1,0,0,0,1,0,0,VV,0
834,1035827,start,work, Place the egg white and sugar mixture into a large piping bag with a metal nozzle ( any pattern ) and pipe a pyramid around each pear starting from the base and working upwards .,4,19,0,0,1,0,0,0,0,0,0,VVG,1
834,1035937,start,take," In fact 12 % developed it at puberty , 17 % during pregnancy , 19 % when they started taking the birth pill and 27 % , at the onset of the menopause .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
835,1036912,start,sing, There was something rather eerie about people turning up unexpectedly around the door and starting to sing .,4,-1,0,0,1,0,0,0,1,0,0,VV,0
835,1037167,start,grow," It had a house which once had a thatched roof , but it had gone derelict and a tree had started growing in the middle of it .",4,-1,0,0,0,0,1,0,1,0,0,VVG,1
835,1037362,start,ask, But Tommy was so good natured about everything and he would sally forth and start asking people where his strays might be .,3,-1,0,1,0,1,0,0,1,0,0,VVG,1
835,1037504,start,move," Then I plucked up the courage to start moving around on my own and began walking down a path when the gentleman in grey asked people to stand aside , and I stepped well back .",4,-1,0,0,0,0,1,0,0,0,0,VVG,1
836,1038913,start,pass," Sit on the lavatory and start to pass water ; stop the flow for a second or two , then continue .",4,11,0,1,0,1,0,1,0,0,0,VV,0
836,1039364,start,smoke," When I first started to smoke a cigarette , I felt ill but I kept on because everyone else was doing it , but with sniffing glue when I first tried it I enjoyed it , it 's something I did enjoy , that 's the reason I started anyway . """,5,-1,0,1,0,1,0,1,0,0,0,VV,0
836,1039386,start,sniff," For instance , Kathy ( aged 14 ) started sniffing and although she was a very bright girl , she could n't explain why .",5,1,0,0,1,0,0,0,1,0,0,VVG,1
836,1039510,start,question," Her mum , having spent the afternoon fearing the worst , met Sally from school and started questioning her right away .",8,-1,0,1,0,1,0,0,1,0,0,VVG,1
836,1039512,start,drink," However , Sally did try sniffing a few more times ( fortunately , without coming to any harm ) but then decided it was n't for her , and instead started drinking alcohol with her friends .",5,-1,0,1,0,1,0,0,1,0,0,VVG,1
836,1039518,start,get," Then , he started getting interested in banger-racing and got a steady girlfriend .",3,9,0,1,1,0,0,0,1,0,0,VVG,1
838,1041720,hate,sit, The weather ca n't be controlled and I hate sitting around waiting for it to clear up because I ca n't sit still for too long !,3,-1,0,0,0,0,1,0,1,0,0,VVG,1
838,1042016,start,doubt," You can not become a bad player overnight in terms of technique but undoubtedly you can become so mentally -- if you start doubting yourself , for example .",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
838,1042018,start,examine, Most of the game is mental -- being able to keep your head clear and retain a certain outlook on life should mean that bad times are neither so frequent nor so lengthy as they would be if you start examining your technique or doubting your ability .,7,-1,0,1,0,1,0,0,1,0,0,VVG,1
838,1042029,start,play," When you start playing your cricket at 18 or 19 , or even earlier , it 's very easy to get bowled over by the way of life you adopt -- there are always a lot of people who want to know you and you can be carried along by that .",4,-1,0,1,0,1,0,1,0,0,0,VVG,1
838,1042284,start,appear," Something similar has started appearing on British television , so if they have to be shown surely the details could be kept to a minimum and shown for the shortest possible time .",6,-1,0,0,0,0,1,1,0,0,0,VVG,1
838,1042408,start,name, In 1871 employees of the Eastern Telegraph Co. started their own club naming it Carcelvos CC .,4,-1,0,0,1,0,0,0,1,0,0,VVG,1
838,1042413,start,come, Lisbon purchased a new ground and in 1924 built a first-class pavilion as visiting sides started coming over from the UK .,4,-1,0,0,0,0,1,0,1,0,0,VVG,1
838,1042497,start,end," Despite the fact that the victory came during the fasting month of Ramadan , tons of sweets were distributed by people from all walks of life starting with school children and ending with industrial tycoons .",3,-1,0,0,0,0,1,0,1,0,0,VVG,1
838,1042691,start,follow," This contest , for Under-15s , started in 1970 following a suggestion by The Cricketer 's chairman , Ben Brocklehurst , to the ESCA President Hubert Doggart and , together with the invaluable financial help of The Lord 's Taverners , The Cricketer has been proud to organise and support this competition ever since .",6,-1,0,1,0,1,0,0,1,0,0,VVG,1
839,1042939,start,run," Driving is a useful skill , starting or running a parent -- teacher association is proof of many useful abilities and qualities , fundraising for charity demonstrates energy , initiative and organizational ability .",3,2,0,1,0,1,0,1,0,0,0,VVG,1
839,1042939,start,fundrais," Driving is a useful skill , starting or running a parent -- teacher association is proof of many useful abilities and qualities , fundraising for charity demonstrates energy , initiative and organizational ability .",8,-1,0,0,0,0,1,1,0,0,0,VVG,1
839,1043126,start,send, It is most important that you get permission from the people you name before you start sending your c. v .,4,4,0,1,0,1,0,1,0,0,0,VVG,1
839,1043150,start,gather," As soon as you have a date fixed , or even before you hear , it is a good idea to start gathering background information about the job for which you have applied and the people for whom you would be working .",6,2,0,1,0,1,0,1,0,0,0,VVG,1
839,1043483,start,relax, You will probably find that once the interview is under way you will start to relax .,5,5,0,0,1,0,0,1,0,0,0,VV,0
839,1043697,start,change," However , you should also make it clear that you would not expect to come in and immediately start changing things for the sake of it .",6,4,0,1,0,1,0,0,1,0,0,VVG,1
839,1043967,start,make, Start making more applications immediately .,4,5,0,1,0,1,0,1,0,0,0,VVG,1
839,1044058,start,treat," Once you realize this you can start treating it like any other interview , and apply the same ground rules .",5,3,0,0,0,0,1,1,0,0,0,VVG,1
839,1044058,start,apply," Once you realize this you can start treating it like any other interview , and apply the same ground rules .",5,-1,0,1,0,1,0,1,0,0,0,VV,0
839,1044548,start,point," Although you should be helpful and guide the candidate through the interview do not go too far and start "" pointing "" him or her at the right answers .",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
839,1044604,start,find," You may be better advised to start again , possibly finding your candidates by a different method , than risk the problems of engaging an inadequate candidate and being faced with all the disruption of having to go through the whole process at a later stage anyway .",4,3,0,1,0,1,0,1,0,0,0,VVG,1
840,1045205,start,fly," The Jacobites had planned to follow the proclamation at Braemar by seizing Edinburgh Castle , which would have got the rebellion off to a flying start , for with the Castle gone the city would almost certainly have been captured .",3,-1,0,0,1,0,0,0,0,0,1,VVG,1
841,1046743,hate,give, A new meaning to hate -- the spite to give a finger that Parker might lose a hand .,4,-1,1,1,0,1,0,0,0,0,0,VV,0
842,1049827,start,finish, It is a bit like running a race with no starting or finishing lines .,6,-1,0,1,0,1,0,1,0,0,0,VVG,1
842,1050927,hate,do, We hate doing this because it could be handy information in the event the other party ever accuses us of a transgression .,2,3,0,0,1,0,0,1,0,0,0,VVG,1
844,1052660,hate,lose," They have to come to terms with the fact that there is a rival in the camp , a rival they would both love to remove but hate to lose because of his separate contributions to home life .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
844,1052891,start,learn, They have to start to learn to share the love .,5,18,0,0,1,0,0,1,0,0,0,VV,0
844,1053011,start,improve," In marital therapy it is often noticeable that although a couple are asking for help to sort out their problem , so that they may have the closeness and intimacy for which they yearn , fear overcomes hope , and whenever things start to improve one of them can be relied upon to start up the next quarrel .",7,-1,0,0,1,0,0,1,0,0,0,VV,0
844,1053036,start,feel," "" I 've started to feel broody , "" they may be heard to say .",4,3,0,1,1,0,0,1,0,0,0,VV,0
844,1053251,start,complain," Rose , in her newly felt anger , started to complain about Clive 's detached behaviour .",8,-1,0,0,0,0,1,0,1,0,0,VV,0
844,1053270,start,spy," The more complicated feel they can not be contained "" in such a small room "" and then start "" spying through the window "" .",3,-1,0,0,0,0,1,1,0,0,0,VVG,1
844,1053280,start,spy," Irene felt increasingly outside the marriage and started "" spying through the window "" at the more complex-seeming Bosinney .",3,10,0,0,0,0,1,0,1,0,0,VVG,1
844,1053631,start,communicate," Many books of advice assure people that once they start communicating properly , all their troubles will be over .",11,-1,0,0,1,0,0,0,0,0,0,VVG,1
844,1053696,start,use," He became very depressed for some time before he could reassess himself , start to use his considerable abilities and begin courting his wife again .",3,-1,0,1,0,1,0,0,1,0,0,VV,0
844,1053742,start,move," Forgiveness and atonement may be expressed through the act when feelings are starting to move that way , but the words still too difficult to articulate .",4,8,0,1,0,1,0,1,0,0,0,VV,0
844,1053744,start,become," If they go into therapy , they may be disappointed to find that while their marriage is improving or more comfortable generally , sex has "" gone off "" as it starts to become more variable and follow their actual mood .",6,-1,0,1,0,1,0,1,0,0,0,VV,0
844,1053745,start,look," The mood by this time may be more depressed , as they start to look at their own problems as opposed to those of their partner .",4,-1,0,0,0,0,1,1,0,0,0,VV,0
844,1053764,start,express," Some mothers can enjoy and care well for a baby in arms , but are disturbed by and neglectful of a toddler who starts to express independence and move away as well as towards .",7,-1,0,1,0,1,0,1,0,0,0,VV,0
844,1053775,start,express," Clive Greenacre was not only put out when his agoraphobic wife started to express her anger about his callous behaviour , but also amazed by the sexual demands she then started to make on him .",7,11,0,1,0,1,0,0,1,0,0,VV,0
844,1053775,start,make," Clive Greenacre was not only put out when his agoraphobic wife started to express her anger about his callous behaviour , but also amazed by the sexual demands she then started to make on him .",4,-1,0,0,0,0,1,0,1,0,0,VV,0
844,1053799,start,feel," People usually start to feel better about a problem when they have some explanation for it , but hang-ups relating to very early patterns of relating between mother and baby which we have been describing may not come to light within the time normally allowed for this type of treatment .",4,7,0,1,1,0,0,1,0,0,0,VV,0
844,1053939,start,let," The process of mourning , so clearly mapped out in bereavement studies , applies also to getting married , starting a family , letting children go , retiring , and to a myriad other changes which affect marriage .",3,2,0,0,1,0,0,1,0,0,0,VVG,1
844,1054029,start,shut," His own mother had been , and to some extent remained , an intrusive presence in his life , and he had started to shut her out by keeping busy and doing everything for himself .",4,-1,0,0,0,0,1,0,1,0,0,VV,0
845,1055193,start,take," At this point , he started to take off his plastic apron , indicating that he had finished with water for the day , leaving a bemused teacher reflecting on the relationship of density to "" strength "" .",4,7,0,1,0,1,0,0,1,0,0,VV,0
845,1055193,start,indicate," At this point , he started to take off his plastic apron , indicating that he had finished with water for the day , leaving a bemused teacher reflecting on the relationship of density to "" strength "" .",8,-1,0,0,1,0,0,0,1,0,0,VVG,1
845,1055415,start,place," She rolled out the pastry and , using a small cutter , cut out seven small tarts and started to place them in a six-sectioned tart tin .",5,3,0,0,0,0,1,0,1,0,0,VV,0
845,1055568,start,arrange, The children then started arranging the boxes to make the train .,7,-1,0,1,0,1,0,0,1,0,0,VVG,1
845,1055814,start,finish, Children have to learn that it is easier to start at one end of a line of objects and finish at the other .,6,-1,0,0,0,0,1,1,0,0,0,VV,0
845,1055946,start,block, An alternative start to block play is to build along a flat surface either in a line like a roadway or as a tabloid .,5,8,0,1,0,1,0,1,0,0,0,VV,0
845,1056087,start,make, A week later Ian filled in a peg board starting at the outside ( perimeter ) and making smaller and smaller squares .,4,2,0,1,0,1,0,0,0,0,0,VVG,1
845,1056535,start,put," The next day Julian found the tubes again and started to put his arms in them to play "" Daleks "" .",3,5,0,1,0,1,0,0,0,0,0,VV,0
846,1057552,start,provide, Specialist agencies are now starting to provide unique entertainment staged in spectacular settings .,7,1,0,1,0,1,0,1,0,0,0,VV,0
848,1059349,start,work," As my husband says , "" Thatching is rather like life : you start at the bottom and work up . """,4,6,0,0,1,0,0,1,0,0,0,VV,0
848,1059408,start,let, When they started to let us out of the house we were able to rummage amongst the appalling pile of rubbish strewn around the University campus nearby .,3,-1,0,0,0,0,1,0,1,0,0,VV,0
848,1059425,start,write," Short stories , memoirs , diary notes , and finally , I started writing my first novel .",5,3,0,1,0,1,0,0,1,0,0,VVG,1
848,1060302,start,write, At this stage she started to write about her time in Bristol as very faintly disguised autobiography .,5,2,0,0,0,0,1,0,1,0,0,VV,0
849,1061087,start,look," It used to be the case that one had to find a property that one wanted to buy first and then apply for a mortgage , but some organisations will now provide a mortgage guarantee document , that is to say an assurance of the amount of money they will lend you , before you start looking for a property .",4,-1,0,0,0,0,1,0,1,0,0,VVG,1
849,1061174,start,use, Start saving newspapers to use for wrapping china .,3,1,0,0,0,0,1,1,0,0,0,VV,0
849,1061175,start,scour," If you are carrying out the move yourself , with the help of some friends , then do not use tea-chests , they are too heavy , start scouring your local supermarkets and off-licences for as many cardboard boxes as you can lay your hands on .",5,-1,0,1,0,1,0,1,0,0,0,VVG,1
849,1061184,start,run," Start running down the food in your freezer and fridge , so that they can be switched off and cleaned a couple of days before you move .",3,-1,0,1,0,1,0,1,0,0,0,VVG,1
849,1061486,start,attack," If you can not afford or do not want new furniture , then start to attack the soft furnishings .",6,-1,0,1,0,1,0,1,0,0,0,VV,0
849,1061893,start,become, Many friendships have soured because the friend or neighbour has lost patience with the protracted repayment and starts becoming difficult to deal with .,6,-1,0,1,1,0,0,1,0,0,0,VVG,1
849,1062009,start,ferment," Juice extractors are a good idea for people living alone because they enable you just to juice one orange at a time , when you fancy some juice , whereas a litre carton may well start fermenting before one person can drink it all .",7,-1,0,1,0,1,0,1,0,0,0,VVG,1
849,1062269,start,edge, If you start edging up to ten cups a day you will become over stimulated and your heart and circulatory system will be affected .,4,-1,0,0,1,0,0,1,0,0,0,VVG,1
849,1062307,start,laugh, One of the great things about watching a good comedy show or film is that people around you start laughing and you are much more likely to join in .,5,1,0,0,1,0,0,1,0,0,0,VVG,1
849,1062454,start,apply, As soon as you start applying a tourniquet then write on your arm or leg with a pen the time that applications started .,5,-1,0,1,0,1,0,0,0,0,0,VVG,1
849,1062467,start,choke," If you start to choke on something , put your fist into the soft spot under the middle of the ribcage and keeping "" punching "" yourself , or bend forwards over the back of a chair and bounce your abdomen off it .",5,-1,0,0,0,0,1,0,1,0,0,VV,0
851,1063730,start,arrive," After Children in Flight , parcels of food and clothing started arriving at Dovercourt .",6,-1,0,0,0,0,1,0,1,0,0,VVG,1
851,1063734,start,knit," One day a trunk-load of winter woollens turned up , a gift from Johannesburg where a news item in the local paper had inspired a ladies ' circle to start knitting .",4,-1,0,0,1,0,0,0,1,0,0,VVG,1
851,1064394,start,buy," His RCM contact tactfully pointed out that , unless he started to buy his own clothes out of his savings , he would not learn to be self-reliant .",3,1,0,1,0,1,0,0,1,0,0,VV,0
851,1064430,start,collect," Married in the summer of 1938 to the Reverend Geza Wulwick , who had been brought up in Czechoslovakia , and who spoke fluent German , she and her husband settled in Middlesbrough and almost immediately started collecting money for refugee children .",7,-1,0,1,0,1,0,0,0,0,0,VVG,1
851,1064882,start,pull, Another layer of guilt was added for brighter children who acclimatised sufficiently to start pulling ahead of their classmates .,4,-1,0,0,1,0,0,0,1,0,0,VVG,1
852,1066014,start,wonder," There are a number of problems caused by a protracted campaign -- and arguably , this election has been going on since last autumn when everyone started wondering whether Major could pull it off .",6,-1,0,0,1,0,0,1,0,0,0,VVG,1
852,1066521,start,give," "" And do n't start giving me any of that Man Friday , racial stereotyping , bro ! """,4,-1,0,1,0,1,0,1,0,0,0,VVG,1
852,1066707,start,dissipate," But she 'd already started to dissipate the beauty of her voice with various kinds of addiction -- narcotics , alcohol and companions who were n't altogether kind to her -- and the last ten years of her life ( she died in 1959 ) find the light , drifting delivery of the pre-war years shrivelling into the croak of a haggard ghost .",9,-1,0,1,0,1,0,0,1,0,0,VV,0
852,1066898,start,brighten," Do n't you agree that you never know what you are going to find there but on the other hand if you ignore the expiry date and crunch it all up with a lot of jam , or even a lot of Nivea , it all goes down the red lane and things start to brighten up ?",8,-1,0,0,1,0,0,1,0,0,0,VV,0
853,1067754,start,recognise, And out of that strangely distorted mouth comes a series of sounds that you will soon start to recognise .,9,-1,0,0,1,0,0,1,0,0,0,VV,0
853,1068275,start,come," Come to think of it , that 's really been the biggest change in music since it started coming on "" gramophone records "" .",4,0,0,0,0,0,1,1,0,0,0,VVG,1
853,1068474,start,read, I 've started reading your column in the Sunday Express but that wo n't satisfy my insatiable appetite for your peerless wit .,4,-1,0,1,0,1,0,0,1,0,0,VVG,1
854,1068970,start,worry, It would probably be a great relief to him to be able to stop worrying about his constituency and start worrying about other things .,5,0,0,0,0,0,1,0,0,0,1,VVG,1
854,1068971,start,worry, The things that he would particularly like to start worrying about are in Northern Ireland .,5,1,0,0,1,0,0,0,0,0,0,VVG,1
854,1069052,start,gossip," If he 's no been a manager for a while , having worked "" outside football "" , people start gossiping about his inability to sell foot-salve .",6,-1,0,0,1,0,0,1,0,0,0,VVG,1
854,1070406,start,scream," Theresa , who does n't mind being called a whore but starts screaming if anyone calls her retarded , is the kind of character who seems to promise a fate worse than rape , but the greatest violence reside in Al , who tries to calm himself with images of lambs , only to have them open their mouths to show him teeth and worms .",6,-1,0,0,1,0,0,1,0,0,0,VVG,1
854,1070483,start,get," "" As an avid Punch reader "" -- does everyone who starts off their letter in this way get it published ?",3,-1,0,0,1,0,0,0,0,0,0,VV,0
855,1070635,start,play," Lala Bahadur started to play with its stringy tail -- twirling it round in the air , twisting and tugging it back from the socket -- trying to provoke a reaction that would jar it to life .",4,-1,0,0,0,0,1,0,1,0,0,VV,0
855,1070635,start,twirl," Lala Bahadur started to play with its stringy tail -- twirling it round in the air , twisting and tugging it back from the socket -- trying to provoke a reaction that would jar it to life .",5,-1,0,1,0,1,0,0,1,0,0,VVG,1
855,1070724,start,pull," One night I dreamt about it : about the dog going over to look at it , as it sometimes did , and instead of sniffing it and walking away , it tore open the anus and started to pull out the innards .",4,-1,0,1,0,1,0,0,1,0,0,VV,0
855,1070726,hate,push," I hated pushing the medicine dropper in between the rows of teeth , now permanently bared , and the hot dry lips , and watching the milk dribble out at the comer because it would n't swallow .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
855,1070881,start,clang," Inside the shrine the bells start ringing , rhythmically clanging as they swing up and down , round in an arc as the cord is pulled and released .",5,-1,0,0,1,0,0,0,0,0,0,VVG,1
855,1070903,start,shake," A man sitting in a group , leaning against the wall of the shrine , starts shaking and stands up , throwing aside the woollen blanket he wears as a shawl and kicking off his shoes .",5,15,0,0,1,0,0,1,0,0,0,VVG,1
855,1070903,start,throw," A man sitting in a group , leaning against the wall of the shrine , starts shaking and stands up , throwing aside the woollen blanket he wears as a shawl and kicking off his shoes .",5,-1,0,1,0,1,0,1,0,0,0,VVG,1
855,1071031,start,ring," At last the bells start to ring in the shrine and the drummers respond , picking up the strength and intensity of the previous nights ' rhythm , pounding again so the earth shakes .",4,-1,0,0,0,0,1,1,0,0,0,VV,0
855,1071031,start,pick," At last the bells start to ring in the shrine and the drummers respond , picking up the strength and intensity of the previous nights ' rhythm , pounding again so the earth shakes .",4,-1,0,1,0,1,0,1,0,0,0,VVG,1
855,1071031,start,pound," At last the bells start to ring in the shrine and the drummers respond , picking up the strength and intensity of the previous nights ' rhythm , pounding again so the earth shakes .",5,-1,0,0,0,0,1,1,0,0,0,VVG,1
855,1071274,start,wear, He complained of the cold and started to wear a thick cotton turban instead of his usual opi .,4,-1,0,1,0,1,0,0,1,0,0,VV,0
855,1071292,start,plough, The following morning he brought the two black bulls out of the stable and went to start the ploughing .,6,-1,0,0,1,0,0,0,0,0,0,VVG,1
855,1071325,start,unpack," Harkini and Lala Bahadur were lolling happily against Sigarup 's knees , chattering incoherently as he started to unpack the basket .",6,-1,0,1,0,1,0,0,1,0,0,VV,0
855,1071351,start,unpack," Outside Sigarup and Kalchu started to unpack the lukals , slitting open the stitching at the top with a knife and tipping out the maize to dry in the sun before they stored it away in wooden chests and cylindrical clay grain vats .",6,-1,0,1,0,1,0,0,1,0,0,VV,0
855,1071351,start,slit," Outside Sigarup and Kalchu started to unpack the lukals , slitting open the stitching at the top with a knife and tipping out the maize to dry in the sun before they stored it away in wooden chests and cylindrical clay grain vats .",4,-1,0,0,0,0,1,0,1,0,0,VVG,1
855,1071482,start,cry, She started to cry .,3,-1,0,0,1,0,0,0,1,0,0,VV,0
855,1071959,start,sing," Then Kalchu , the only one who knew the words to the Indian song , started singing .",4,-1,0,0,1,0,0,0,1,0,0,VVG,1
855,1072013,start,eat," There they 'd lit a fire and cooked the rice , but before starting to eat they 'd made an offering to Ban Bhai , god of the forest , asking permission to plunder his lands .",3,-1,0,0,1,0,0,0,1,0,0,VV,0
855,1072084,start,sag, started to sag and collapse .,3,-1,0,0,1,0,0,0,0,0,0,VV,0
855,1072087,start,work," So she untied her disintegrating load and we started again , Kali working on her own pile this time , I on mine .",4,-1,1,1,0,1,0,0,1,0,0,VVG,1
855,1072181,start,scoop," When I 'd extracted my head from the carrying rope , Kali untied the bale and started scooping up armloads of pine-needles and throwing them to the top of the pile .",5,-1,0,1,0,1,0,0,1,0,0,VVG,1
855,1072188,start,tease," He started to smile , teasing me , and for the second time I was convinced that someone would flourish it back to existence , that it was all only a game .",5,-1,0,0,1,0,0,0,1,0,0,VVG,1
855,1072501,start,rise," When voices started rising and violence seemed inevitable , Kalchu told me that it would n't be resolved for hours and , rather than waiting around in the cold on the off-chance of getting some meat , we might as well set out for home .",4,-1,0,0,1,0,0,0,1,0,0,VVG,1
855,1072645,start,laugh, Mailo suddenly started to laugh .,5,-1,0,0,1,0,0,0,1,0,0,VV,0
855,1072716,start,speak," When at last he started to speak it was with his hands , in sign language .",5,-1,0,0,1,0,0,0,1,0,0,VV,0
855,1072776,start,gather," As Kalchu and I and some of the other men set out for home , they started to gather it up and hack off the dead branches that jut out from pine-trunks like thin stumps of arms .",6,10,0,0,1,0,0,0,1,0,0,VV,0
856,1072951,start,make," In 1937 de Havilland ( Canada ) started making specially "" Canadianised "" Tiger Moths in their own right , eventually building 1,500 of them .",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
856,1072974,start,appreciate," Believe me , it is not until you are standing with a bucket of icy water in one hand and a wet sponge in the other , looking twelve feet up at a grubby Beaver , that you start to appreciate just what a big aeroplane it is .",10,-1,0,0,1,0,0,1,0,0,0,VV,0
856,1073116,start,feel," Bottlang was invaluable for this piece of navigation , particularly as we were starting to feel that the TPC map left something to be desired .",4,-1,0,0,1,0,0,0,1,0,0,VV,0
856,1073454,start,talk," To this end I have already started talking to as many people as I can in the local area , with some good response , but now wish to approach a wider audience -- hence the appeal to you .",4,-1,0,0,0,0,1,0,0,0,0,VVG,1
856,1073648,start,dive," On the TBM everything can be done simultaneously : emergency oxygen on , power back to idle and start to dive at the same moment .",4,-1,0,0,0,0,1,1,0,0,0,VV,0
856,1073709,start,finish," To Australia by Tri-Pacer in just thirteen months ... finishing fourteenth out of 25 that started in the England to Australia rally , and the only all-woman team to make it !",6,-1,0,1,0,1,0,0,1,0,0,VVG,1
856,1073709,start,make," To Australia by Tri-Pacer in just thirteen months ... finishing fourteenth out of 25 that started in the England to Australia rally , and the only all-woman team to make it !",4,-1,0,0,1,0,0,0,1,0,0,VV,0
856,1073860,start,shake," After take-off , we climbed for altitude , but after twenty minutes , the engine heated up and started to shake .",5,5,0,0,1,0,0,0,1,0,0,VV,0
857,1074980,start,rise," If money wages are cut and real wages fall , employment and output will start to rise : this will create an excess supply of goods and services and so exert downward pressure on the price level .",4,5,0,0,1,0,0,0,0,1,0,VV,0
858,1076351,start,raise," Whether you are starting a new business , raising finance , or simply planning for profit and expansion , MBA Easiplan will help you create a well structured Business Plan , guaranteed to impress Bankers , Investors or business colleagues .",5,-1,0,1,0,1,0,1,0,0,0,VVG,1
859,1076651,start,rebuild, In 1954 the rabbit population had started to rebuild and the pest Act of that year required all landowners to eliminate wild rabbits .,7,-1,0,0,1,0,0,0,1,0,0,VV,0
859,1077153,start,come, As soon as a female begins to swell up and start coming into season she should be taken away from the males and kept separately .,4,-1,0,0,0,0,1,0,0,0,0,VVG,1
859,1077170,start,feed, They must be kept scrupulously clean and as soon as they start to feed on flesh -- at about three weeks -- the nest can be removed and new straw added .,4,-1,0,1,0,1,0,0,1,0,0,VV,0
859,1077334,start,keep, This means that you should plan to start work on a big system early in the day and keep at it until at least a complete section of the warren has been dealt with .,4,-1,0,0,0,0,1,1,0,0,0,VV,0
